state,date,inpatient_beds,inpatient_beds_used,inpatient_beds_used_covid,dec_percent_bed_used,dec_percent_beds_used_COVID,dec_percent_COVID_of_beds_used
AR,5/26/21,9425,6863,211,0.728169761,0.022387268,0.030744572
CO,10/6/21,11784,8596,1103,0.72946368,0.093601494,0.128315496
DC,6/25/21,3476,2659,54,0.764959724,0.015535098,0.020308387
PA,8/31/21,29266,24382,2188,0.833116927,0.074762523,0.089738332
NH,8/17/21,2887,2076,80,0.719085556,0.027710426,0.038535645
OR,7/14/21,7181,5417,167,0.754351762,0.023255814,0.030828872
MS,9/5/21,8757,5738,1520,0.655247231,0.173575425,0.264900662
VA,10/7/21,18412,13918,1705,0.755920052,0.09260265,0.122503233
ID,5/24/21,3428,1988,118,0.579929988,0.034422404,0.059356137
TN,8/15/21,20016,13189,2378,0.658922862,0.118804956,0.180301767
CA,6/9/21,63983,48222,1302,0.753668943,0.020349155,0.027000124
VI,1/14/21,168,105,0,0.625,0,0
NV,9/30/21,8538,6919,910,0.810377138,0.106582338,0.131521896
NV,10/10/21,8524,6613,767,0.775809479,0.089981229,0.115983669
VT,7/1/21,1258,893,5,0.709856916,0.003974563,0.005599104
UT,8/19/21,6323,3938,406,0.62280563,0.064210027,0.103098019
WI,8/28/21,12763,8747,883,0.685340437,0.069184361,0.100948897
WI,12/24/20,13889,8096,1265,0.582907337,0.091079271,0.15625
CO,10/13/21,11918,8677,1144,0.728058399,0.09598926,0.131842803
NE,9/11/21,4285,3035,410,0.708284714,0.095682614,0.13509061
ND,3/27/20,200,23,2,0.115,0.01,0.086956522
IN,12/8/20,17663,12382,3243,0.701013418,0.183604144,0.261912454
MI,9/18/21,22940,18103,1503,0.789145597,0.065518745,0.083024913
NC,9/25/21,23912,18565,3103,0.776388424,0.129767481,0.167142472
FL,3/12/20,38,10,0,0.263157895,0,0
VA,6/2/21,18248,13453,498,0.737231477,0.027290662,0.037017766
HI,3/20/20,803,520,9,0.647571606,0.01120797,0.017307692
NE,6/20/21,4398,2806,46,0.638017281,0.0104593,0.016393443
MD,8/22/21,11613,9385,834,0.808146043,0.071816068,0.08886521
NM,6/8/21,4213,3004,109,0.713031094,0.0258723,0.036284953
MI,9/4/21,23003,17846,1214,0.775811851,0.052775725,0.068026449
NC,7/10/21,24042,17906,441,0.744779968,0.0183429,0.024628616
AK,1/17/21,1701,867,57,0.509700176,0.0335097,0.065743945
IA,5/23/21,8071,4782,214,0.592491637,0.026514682,0.04475115
NJ,10/9/21,24594,16774,939,0.682036269,0.038180044,0.055979492
VA,2/7/21,18451,13013,2229,0.705273427,0.12080646,0.171290248
KY,9/1/21,12350,9717,2478,0.786801619,0.200647773,0.255016981
PR,3/17/20,213,127,0,0.596244131,0,0
OR,7/10/21,7037,5189,161,0.737388092,0.022879068,0.031027173
IA,4/4/20,1825,397,40,0.217534247,0.021917808,0.100755668
MI,3/23/20,1360,698,54,0.513235294,0.039705882,0.077363897
MO,9/2/21,17246,14422,2155,0.836251884,0.124956512,0.14942449
GA,1/16/21,23348,18952,6142,0.811718348,0.263063217,0.324081891
PR,6/25/21,9186,5725,63,0.623231004,0.006858263,0.011004367
MN,6/9/21,10176,8113,274,0.797268082,0.026926101,0.033772957
DC,4/5/20,1724,898,184,0.520881671,0.106728538,0.204899777
CO,12/15/20,11143,7669,1603,0.688234766,0.14385713,0.209023341
DE,8/8/21,3426,2439,128,0.711908932,0.037361354,0.052480525
MT,1/15/21,3213,2170,195,0.675381264,0.060690943,0.089861751
NC,7/12/21,21918,16174,478,0.737932293,0.021808559,0.029553605
PA,5/21/21,32620,25833,1632,0.791937462,0.050030656,0.063175009
WV,12/29/20,6062,4489,903,0.740514682,0.148960739,0.201158387
AK,10/8/21,1587,1148,198,0.723377442,0.124763705,0.172473868
TX,8/12/21,67110,54408,12116,0.810728654,0.180539413,0.22268784
ME,10/4/21,3060,2183,197,0.713398693,0.064379085,0.090242785
ME,9/20/21,3070,2157,234,0.702605863,0.076221498,0.108484006
MN,12/27/20,9852,6479,1088,0.657632968,0.11043443,0.167927149
DE,8/12/21,3438,2594,125,0.754508435,0.036358348,0.048188126
AK,7/10/21,1636,1054,40,0.644254279,0.024449878,0.037950664
IN,1/29/21,18821,12948,1657,0.687954944,0.088039955,0.127973432
UT,1/4/21,5515,2770,564,0.502266546,0.102266546,0.203610108
NM,12/18/20,4396,3242,843,0.737488626,0.191765241,0.260024676
MN,12/31/20,10148,7466,997,0.73571147,0.09824596,0.133538709
WY,1/13/21,1736,832,95,0.479262673,0.054723502,0.114182692
FL,1/3/21,57926,43795,7798,0.756050823,0.134620032,0.178056856
PR,12/28/20,9229,4476,480,0.484992957,0.052009969,0.107238606
MT,8/16/21,2916,1946,213,0.667352538,0.073045267,0.109455293
DC,3/29/20,1015,609,105,0.6,0.103448276,0.172413793
TN,1/21/21,20479,13743,2484,0.671077689,0.121294985,0.180746562
OR,7/12/21,7022,5047,158,0.718741099,0.022500712,0.031305726
CT,12/20/20,8789,6275,1323,0.713960633,0.15052907,0.210836653
NC,10/16/21,23916,18438,2045,0.770948319,0.08550761,0.110912246
PA,6/29/21,28469,23401,497,0.821981805,0.017457585,0.021238409
VT,9/30/21,1236,933,47,0.754854369,0.03802589,0.050375134
MD,1/12/21,10650,8520,2105,0.8,0.197652582,0.247065728
WI,3/24/20,380,125,24,0.328947368,0.063157895,0.192
DC,8/3/21,3479,2629,54,0.755676919,0.015521702,0.020540129
DE,9/7/21,2865,2151,253,0.75078534,0.088307155,0.117619712
SD,5/11/21,2571,1397,65,0.543368339,0.025281991,0.046528275
ND,9/7/21,2020,1549,188,0.766831683,0.093069307,0.121368625
NV,12/23/20,8683,6922,1957,0.797189911,0.225382932,0.282721757
IL,1/24/21,32191,20968,3086,0.651362182,0.095865304,0.14717665
ID,6/27/21,3755,2100,98,0.559254328,0.026098535,0.046666667
SD,9/18/21,2841,1667,207,0.586765224,0.072861668,0.124175165
WI,6/12/21,13438,8525,162,0.634394999,0.012055365,0.019002933
WV,7/30/21,6417,4914,191,0.765778401,0.029764688,0.038868539
MO,9/21/21,15716,12686,1794,0.807202851,0.114151184,0.141415734
WV,1/8/21,6240,4769,874,0.764262821,0.140064103,0.183266932
FL,2/9/21,54370,44186,5861,0.812690822,0.107798418,0.132643824
LA,7/24/21,13639,9577,1106,0.702177579,0.081090989,0.115485016
GA,8/20/21,23459,19532,5728,0.83260156,0.244170681,0.293262339
AS,9/14/21,150,78,0,0.52,0,0
VI,6/3/21,168,81,4,0.482142857,0.023809524,0.049382716
MI,7/12/21,22070,16792,277,0.760851835,0.012550974,0.01649595
GA,10/15/21,23070,18389,2306,0.797095795,0.099956654,0.125401055
KS,11/25/20,8495,5093,1238,0.599529135,0.145732784,0.243078736
TN,10/1/21,19763,13307,2485,0.673328948,0.125740019,0.186743819
SD,12/11/20,2861,1752,444,0.612373296,0.155190493,0.253424658
FL,8/16/21,56081,48062,16827,0.857010396,0.300048145,0.350110274
NC,10/8/21,23944,18825,2456,0.786209489,0.10257267,0.130464807
MS,8/1/21,8698,5621,1016,0.646240515,0.116808462,0.180750756
VI,12/8/20,168,94,1,0.55952381,0.005952381,0.010638298
LA,1/12/21,14185,9967,1762,0.702643638,0.124215721,0.176783385
TX,8/18/21,68629,54430,13231,0.793104956,0.19279022,0.243082859
SC,7/5/21,9144,6428,121,0.702974628,0.013232721,0.018823895
ME,6/29/21,3050,2182,51,0.715409836,0.016721311,0.023373052
OK,6/9/21,10709,6905,194,0.64478476,0.018115604,0.028095583
OK,1/27/21,11002,8152,1550,0.74095619,0.140883476,0.19013739
ND,10/10/21,2288,1786,302,0.780594406,0.131993007,0.169092945
MN,6/17/21,10161,8033,199,0.790571794,0.019584687,0.024772812
IA,6/15/21,7898,4836,140,0.612306913,0.017726007,0.028949545
KY,2/8/21,13073,7629,1265,0.583569188,0.096764323,0.165814655
ME,6/28/21,3049,2092,53,0.686126599,0.017382748,0.025334608
VT,10/14/21,1222,961,47,0.786415712,0.038461538,0.048907388
IN,10/14/21,19425,13397,1577,0.68967825,0.081184041,0.117712921
VA,1/11/21,17521,12831,3053,0.732321215,0.174248045,0.237939366
GA,7/8/21,22496,17593,711,0.782050142,0.031605619,0.040413801
IL,2/6/21,32179,21483,2298,0.66760931,0.071413033,0.106968301
NM,1/20/21,4291,3183,722,0.741785132,0.168259147,0.226830035
MI,1/22/21,23487,17545,1834,0.747008984,0.07808575,0.104531205
MS,1/19/21,8105,5294,1235,0.653177051,0.152375077,0.233282962
ID,2/2/21,3383,1977,199,0.584392551,0.058823529,0.100657562
AL,7/19/21,14816,10675,581,0.72050486,0.039214363,0.05442623
LA,12/24/20,14075,9060,1449,0.643694494,0.10294849,0.159933775
AZ,6/22/21,15291,10545,492,0.689621346,0.03217579,0.046657183
IN,10/6/21,19355,13528,1847,0.698940842,0.095427538,0.136531638
HI,6/2/21,2650,1903,54,0.718113208,0.020377358,0.028376248
ID,9/25/21,3883,2541,772,0.654390935,0.198815349,0.303817395
FL,9/9/21,60095,50129,12609,0.834162576,0.209817789,0.25153105
OH,8/12/21,32103,24567,1604,0.765255584,0.049964178,0.065290837
MI,10/5/21,22205,18265,1861,0.822562486,0.083809953,0.101888858
MS,1/9/21,8723,5765,1435,0.660896481,0.164507624,0.248915872
FL,6/2/21,58869,45531,2324,0.773429139,0.039477484,0.051042147
NJ,7/5/21,21553,13323,292,0.618150605,0.013547998,0.021916986
DE,5/24/21,3024,2039,81,0.674272487,0.026785714,0.039725356
OK,3/9/20,114,1,0,0.00877193,0,0
RI,9/17/21,2485,2219,89,0.892957746,0.035814889,0.040108157
HI,7/16/21,2648,1873,59,0.707326284,0.022280967,0.031500267
MO,7/27/21,15512,12899,1921,0.831549768,0.123839608,0.148926273
TX,7/22/21,68202,52359,4316,0.767704759,0.063282602,0.08243091
VA,1/7/21,18590,14134,2984,0.760301237,0.160516407,0.211122117
AL,12/14/20,15183,11490,2474,0.756767437,0.162945399,0.215317668
NJ,6/12/21,24468,16295,430,0.665971882,0.017573974,0.026388463
NC,7/9/21,24104,18239,425,0.756679389,0.017631928,0.023301716
TX,4/3/20,21044,9423,1130,0.447776088,0.053697016,0.119919346
CA,6/23/21,64259,49073,1249,0.763675127,0.019436966,0.025451878
IL,10/16/21,31110,22369,1411,0.719029251,0.045355191,0.063078367
SC,12/13/20,10479,7990,1227,0.762477336,0.117091326,0.153566959
MD,6/22/21,10378,8306,334,0.800346888,0.032183465,0.040211895
WA,12/18/20,14134,10067,1147,0.712254139,0.081151832,0.113936625
AL,8/2/21,15184,11773,1701,0.775355638,0.112025817,0.144483139
NE,6/25/21,4335,2974,44,0.686043829,0.010149942,0.014794889
TN,9/23/21,19625,13597,3074,0.692840764,0.156636943,0.226079282
NM,12/16/20,4384,3297,817,0.75205292,0.186359489,0.247801031
KY,12/20/20,14280,8440,1692,0.591036415,0.118487395,0.200473934
WY,1/22/21,1737,801,87,0.461139896,0.050086356,0.108614232
MN,12/20/20,10053,7020,1235,0.698299015,0.122848901,0.175925926
ME,6/11/21,3332,2367,86,0.710384154,0.025810324,0.036332911
CA,3/25/20,1048,473,34,0.451335878,0.032442748,0.071881607
WA,8/20/21,13440,10045,1523,0.747395833,0.113318452,0.15161772
MA,11/27/20,21924,14544,1057,0.663382594,0.048212005,0.072676018
VA,7/5/21,17197,11604,222,0.674768855,0.012909228,0.019131334
DE,8/15/21,3448,2507,150,0.727088167,0.04350348,0.059832469
MT,10/13/21,3050,2347,505,0.769508197,0.16557377,0.2151683
MN,3/28/20,976,87,4,0.089139344,0.004098361,0.045977011
MA,1/8/21,19601,16009,2151,0.816744044,0.109739299,0.134361921
IL,1/2/21,32499,20984,3953,0.645681406,0.121634512,0.188381624
IA,5/28/21,8037,5010,213,0.623366928,0.026502426,0.04251497
PA,10/14/21,31236,26745,3518,0.856223588,0.112626457,0.131538605
VI,10/12/21,168,97,8,0.577380952,0.047619048,0.082474227
RI,5/9/21,2405,2050,152,0.852390852,0.063201663,0.074146341
MI,12/16/20,23570,18304,3592,0.776580399,0.152397115,0.196241259
AZ,3/15/20,244,50,0,0.204918033,0,0
ME,7/25/21,3309,2290,67,0.692051979,0.020247809,0.029257642
PR,8/20/21,9256,5960,510,0.643906655,0.055099395,0.08557047
AK,4/4/20,1487,738,2,0.496301278,0.00134499,0.002710027
NH,8/25/21,3067,2380,110,0.776002608,0.035865667,0.046218487
OK,3/19/20,491,166,13,0.33808554,0.026476578,0.078313253
AS,8/24/21,150,76,0,0.506666667,0,0
AK,5/16/21,1654,1102,25,0.666263603,0.015114873,0.022686025
SD,8/4/21,2818,1700,41,0.603264727,0.014549326,0.024117647
VI,2/4/21,168,109,3,0.648809524,0.017857143,0.027522936
WI,6/20/21,13356,8145,141,0.609838275,0.010557053,0.017311234
LA,9/16/21,12634,10042,1252,0.794839322,0.099097673,0.124676359
NJ,5/28/21,24551,16713,606,0.680746202,0.024683312,0.036259199
VA,6/20/21,18205,12396,318,0.680911837,0.017467729,0.025653437
TN,9/21/21,19503,13628,3313,0.698764293,0.169871302,0.243102436
IA,9/2/21,7929,5472,611,0.690124858,0.077058898,0.111659357
DE,7/27/21,2842,2111,40,0.74278677,0.014074595,0.018948366
VT,12/14/20,1312,754,25,0.574695122,0.019054878,0.033156499
VT,8/9/21,1257,895,20,0.712012729,0.015910899,0.022346369
LA,8/12/21,13110,10280,2659,0.784134249,0.202822273,0.258657588
MD,2/1/21,10463,7937,1727,0.758577846,0.165057823,0.21758851
OK,7/6/21,9491,6149,277,0.647876936,0.029185544,0.045047975
PR,1/30/21,9674,5631,295,0.582075667,0.030494108,0.052388563
RI,6/22/21,2517,2287,76,0.908621375,0.030194676,0.033231307
WA,4/2/20,2923,1703,292,0.582620595,0.099897366,0.171462126
AL,7/11/21,15332,10830,353,0.706365771,0.023023741,0.032594645
ME,3/5/20,93,79,0,0.849462366,0,0
UT,1/15/21,6244,3882,631,0.621716848,0.101057015,0.16254508
NV,8/3/21,8842,6891,1183,0.779348564,0.133793259,0.171673197
AZ,10/2/21,17230,12729,1722,0.738769588,0.099941962,0.13528164
ME,12/10/20,3317,2320,226,0.699427193,0.068133856,0.097413793
WI,7/3/21,12903,7943,94,0.615593273,0.007285127,0.01183432
MS,5/20/21,8752,5752,220,0.657221207,0.025137112,0.038247566
NM,9/28/21,4238,3136,344,0.739971685,0.081170363,0.109693878
NY,5/22/21,52849,38097,1845,0.720865106,0.034910784,0.04842901
GA,1/29/21,23526,19175,5028,0.815055683,0.21372099,0.262216428
AZ,3/30/20,4001,3033,122,0.758060485,0.030492377,0.0402242
CT,9/6/21,7864,5945,414,0.755976602,0.052644964,0.069638352
HI,9/4/21,2610,1994,457,0.763984674,0.175095785,0.229187563
MN,2/5/20,46,,0,0,0,#DIV/0!
AR,5/13/21,9450,6768,204,0.716190476,0.021587302,0.030141844
MO,1/5/21,16289,12435,2841,0.763398613,0.17441218,0.228468034
MA,8/24/21,17031,14454,519,0.848687687,0.030473842,0.035907015
AS,9/1/21,150,81,0,0.54,0,0
WA,12/19/20,14068,9812,1131,0.697469434,0.080395223,0.11526702
VT,7/10/21,1256,841,6,0.669585987,0.00477707,0.007134364
NH,9/8/21,3097,2325,142,0.75072651,0.045850823,0.061075269
WV,1/17/21,6279,4561,751,0.726389552,0.119605033,0.164656873
NC,12/12/20,23924,18124,2735,0.757565624,0.114320348,0.150904878
TN,11/28/20,20221,12037,2387,0.595272242,0.118045596,0.198305226
NC,8/14/21,23913,18606,2557,0.778070506,0.106929285,0.137428786
FL,5/23/21,58562,43339,2607,0.740053277,0.044516922,0.060153672
WA,9/28/21,11717,9544,1501,0.814542972,0.128104464,0.157271584
NV,6/7/21,8754,6176,260,0.705506054,0.029700708,0.042098446
AR,7/20/21,8033,6007,808,0.747790365,0.100585087,0.134509739
GA,7/4/21,22290,15841,696,0.710677434,0.031224764,0.04393662
IL,10/3/21,31115,21722,1691,0.698119878,0.054346778,0.077847344
NC,1/29/21,24237,18483,3002,0.76259438,0.123860214,0.162419521
MD,12/5/20,11834,9325,1995,0.787983776,0.168582052,0.213941019
TX,8/2/21,61333,47310,7914,0.771362888,0.12903331,0.167279645
VA,6/4/21,18249,13505,466,0.74004055,0.025535646,0.034505739
NY,7/25/21,52457,37425,979,0.713441485,0.018662905,0.026158985
CO,9/18/21,11946,8261,991,0.691528545,0.082956638,0.119961264
MD,3/7/20,6,4,0,0.666666667,0,0
OR,12/18/20,6905,5119,677,0.74134685,0.098044895,0.132252393
MS,12/8/20,8373,5494,1186,0.656156694,0.141645766,0.21587186
OK,5/23/21,10701,6872,212,0.642182974,0.019811233,0.030849825
IA,3/31/20,509,152,61,0.298624754,0.119842829,0.401315789
OH,2/7/21,32478,21962,2284,0.676211589,0.070324527,0.103997814
ND,9/9/21,2316,1848,195,0.797927461,0.084196891,0.105519481
DE,5/22/21,3663,2527,72,0.68987169,0.01965602,0.028492283
MI,9/1/21,23324,18844,1262,0.807923169,0.054107357,0.066970919
CA,6/24/21,63976,49199,1255,0.769022759,0.019616731,0.025508649
LA,1/31/21,14082,9286,1271,0.659423377,0.090257066,0.136872712
OH,7/3/21,32368,22148,594,0.684256055,0.018351458,0.026819577
IA,7/19/21,7868,4776,190,0.60701576,0.024148449,0.039782245
AK,5/8/21,1683,1066,43,0.633392751,0.025549614,0.040337711
OR,8/10/21,7222,5366,722,0.743007477,0.099972307,0.134550876
OR,12/15/20,6554,4839,667,0.738327739,0.101769912,0.137838396
SC,2/9/21,9350,7555,1293,0.80802139,0.13828877,0.171144937
IA,6/13/21,8060,4720,110,0.58560794,0.013647643,0.023305085
PA,12/29/20,33237,25885,6803,0.778800734,0.20468153,0.262816303
DC,8/10/21,3493,2681,88,0.76753507,0.025193244,0.032823573
CO,10/8/21,11801,8511,1037,0.721210067,0.087873909,0.121842322
MI,3/26/20,1360,674,113,0.495588235,0.083088235,0.167655786
KY,10/15/21,11943,9297,1343,0.778447626,0.112450808,0.144455201
NY,9/13/21,46045,36215,2958,0.786513194,0.064241503,0.081678862
MT,1/24/21,3196,1977,136,0.618585732,0.042553191,0.068791098
IN,2/29/20,30,7,0,0.233333333,0,0
KY,8/14/21,14408,9032,1515,0.626873959,0.105149917,0.167736935
PA,12/23/20,37185,28094,7162,0.755519699,0.192604545,0.254929878
KS,10/13/21,8526,5529,516,0.648486981,0.06052076,0.093326099
WV,3/21/20,348,183,0,0.525862069,0,0
GA,5/20/21,23104,17769,1082,0.769087604,0.046831717,0.060892566
ID,8/6/21,3777,2403,227,0.636219222,0.060100609,0.094465252
MN,6/15/21,9795,7541,213,0.769882593,0.021745789,0.028245591
MA,5/31/21,16856,13067,212,0.775213574,0.012577124,0.016224076
OR,6/8/21,6999,5240,258,0.748678383,0.036862409,0.049236641
WY,10/6/21,1746,968,212,0.55441008,0.121420389,0.219008264
NV,8/2/21,8800,6734,1190,0.765227273,0.135227273,0.176715177
CA,12/7/20,64235,47982,11490,0.746975948,0.178874445,0.239464799
NM,10/16/21,4336,3180,372,0.733394834,0.085793358,0.116981132
NE,6/15/21,4143,2838,47,0.685010862,0.011344436,0.016560958
NY,8/24/21,46786,36247,2672,0.774740307,0.057111102,0.073716445
MS,4/5/20,3618,1653,285,0.456882255,0.078772803,0.172413793
ME,7/8/21,3331,2464,44,0.739717802,0.013209246,0.017857143
WV,8/24/21,6326,4897,582,0.774106861,0.092001265,0.118848274
IA,6/19/21,8014,4889,137,0.6100574,0.017095084,0.02802209
OK,3/28/20,1392,333,483,0.239224138,0.346982759,1.45045045
VT,6/9/21,1295,926,1,0.715057915,0.000772201,0.001079914
GA,7/5/21,20486,14724,597,0.718734746,0.029141853,0.040546047
NC,7/17/21,23764,17836,585,0.750547046,0.024617068,0.032798834
NY,9/14/21,46029,37104,2861,0.806100502,0.062156467,0.077107589
HI,10/10/21,2612,1956,163,0.748851455,0.062404288,0.083333333
LA,8/19/21,13152,10276,2674,0.781326034,0.203315085,0.260217984
PA,10/3/21,30667,24897,3231,0.811849871,0.10535755,0.129774672
DE,9/5/21,3459,2521,254,0.728823359,0.073431628,0.100753669
CT,7/27/21,7879,6235,142,0.791344079,0.018022592,0.022774659
MS,12/2/20,8978,6009,1093,0.66930274,0.121742036,0.181893826
FL,1/24/21,58415,45425,7461,0.77762561,0.127724043,0.164248762
VA,6/30/21,18179,13700,277,0.753616811,0.015237362,0.020218978
OH,9/7/21,29369,21236,3379,0.723075352,0.115053287,0.159116594
TN,10/11/21,19641,13375,1881,0.680973474,0.095769055,0.140635514
AK,12/9/20,1650,1001,164,0.606666667,0.099393939,0.163836164
LA,3/31/20,4598,2422,776,0.526750761,0.16876903,0.320396367
IA,7/18/21,8015,4802,181,0.599126638,0.022582658,0.037692628
MA,9/3/21,18688,16006,532,0.856485445,0.028467466,0.033237536
NV,6/28/21,8666,6162,376,0.711054697,0.043387953,0.06101915
CO,8/30/21,11038,7626,902,0.69088603,0.081717702,0.11827957
IN,6/3/21,19183,12758,657,0.665068029,0.034249075,0.0514971
WV,5/23/21,6207,4454,233,0.717576929,0.037538263,0.052312528
NE,6/2/21,4363,2784,80,0.638093055,0.018336007,0.028735632
MA,1/17/21,19539,15786,2098,0.807922616,0.107374994,0.132902572
NH,10/14/21,3009,2429,143,0.807244932,0.047524094,0.058871964
NV,7/30/21,8853,6980,1141,0.788433299,0.128882865,0.163467049
OH,1/22/21,32693,24120,3874,0.737772612,0.118496314,0.160613599
IN,8/16/21,17370,11292,1497,0.650086356,0.086183074,0.132571732
OK,3/12/20,330,153,1,0.463636364,0.003030303,0.006535948
MD,7/2/21,11458,9299,267,0.8115727,0.023302496,0.028712765
ND,8/19/21,2427,1842,114,0.758961681,0.04697157,0.061889251
IL,8/27/21,31403,23434,2221,0.746234436,0.070725727,0.09477682
MS,1/10/21,8715,5566,1426,0.638668962,0.163625932,0.256198347
GA,6/14/21,20944,15495,682,0.739830023,0.032563025,0.044014198
AL,12/17/20,14475,11339,2684,0.783350604,0.185423143,0.236705177
MS,9/14/21,8251,5755,1231,0.697491213,0.149194037,0.213900956
TX,7/23/21,69129,53079,4647,0.76782537,0.06722215,0.087548748
KS,7/20/21,8518,5128,365,0.602019253,0.042850434,0.071177847
HI,12/17/20,2646,1860,73,0.702947846,0.027588813,0.039247312
LA,9/15/21,12662,10114,1312,0.798767967,0.103617122,0.129721179
SC,3/5/20,30,25,0,0.833333333,0,0
UT,9/6/21,5578,3226,483,0.578343492,0.086590176,0.149721017
WY,6/22/21,1577,726,37,0.460367787,0.02346227,0.050964187
PR,12/12/20,9406,5361,684,0.569955348,0.072719541,0.127588137
NH,1/4/21,2894,1965,335,0.678991016,0.115756738,0.170483461
SC,7/29/21,11531,9311,634,0.807475501,0.054982222,0.068091505
GA,5/18/21,21022,15992,1154,0.760726858,0.054894872,0.072161081
NV,8/19/21,8624,7170,1320,0.831400742,0.153061224,0.184100418
VT,12/26/20,1298,659,20,0.50770416,0.01540832,0.030349014
OK,6/11/21,10716,7701,280,0.718645017,0.026129153,0.036358914
NE,3/25/20,766,352,12,0.459530026,0.015665796,0.034090909
NY,7/20/21,48479,36150,869,0.745683698,0.017925287,0.024038728
MD,10/6/21,11522,9842,1004,0.854191981,0.08713765,0.102011786
TX,3/30/20,10583,4282,702,0.404611169,0.066332798,0.163942083
WA,12/10/20,14057,9808,1102,0.697730668,0.078395106,0.112357259
OH,8/29/21,32231,23423,2625,0.72672272,0.081443331,0.112069334
DE,6/14/21,2784,2019,37,0.725215517,0.01329023,0.018325904
NJ,7/1/21,24466,17131,332,0.700196191,0.013569852,0.019380071
SC,8/25/21,11732,9772,2207,0.832935561,0.188117968,0.225849366
VT,1/25/21,1303,838,56,0.643131236,0.042977744,0.066825776
AR,12/19/20,9266,6474,1151,0.698683359,0.12421757,0.177788075
WV,8/17/21,6462,4824,453,0.746518106,0.070102136,0.093905473
SC,1/14/21,10828,9094,2283,0.839859623,0.210842261,0.251044645
ND,8/13/21,2376,1740,95,0.732323232,0.039983165,0.054597701
UT,4/1/20,814,117,24,0.143734644,0.029484029,0.205128205
NY,6/23/21,53072,39987,842,0.753448146,0.01586524,0.021056843
ND,3/1/20,27,8,0,0.296296296,0,0
WI,1/3/21,13940,7961,1200,0.571090387,0.086083214,0.150734832
VI,9/6/21,168,94,8,0.55952381,0.047619048,0.085106383
MO,4/1/20,3675,1681,99,0.457414966,0.026938776,0.058893516
WY,8/22/21,1756,785,140,0.447038724,0.079726651,0.178343949
SD,8/22/21,2819,1595,127,0.565803476,0.045051437,0.079623824
CT,12/7/20,8314,5939,1390,0.714337262,0.167187876,0.234046136
DC,12/16/20,3671,2937,326,0.800054481,0.088804141,0.110997617
NH,3/30/20,797,364,31,0.456712673,0.038895859,0.085164835
OK,2/5/21,10910,7884,1245,0.72263978,0.11411549,0.157914764
VI,7/7/21,168,85,5,0.505952381,0.029761905,0.058823529
PR,2/1/21,9560,5335,300,0.558054393,0.031380753,0.056232427
VI,5/24/21,168,82,2,0.488095238,0.011904762,0.024390244
KY,2/5/21,14430,9219,1352,0.638877339,0.093693694,0.14665365
NJ,12/6/20,22706,16909,3505,0.744693033,0.154364485,0.207286061
PR,12/7/20,9458,5155,678,0.545041235,0.071685346,0.131522793
CO,7/14/21,11669,8259,301,0.707772731,0.025794841,0.03644509
MO,9/12/21,17177,13771,1930,0.801711591,0.112359551,0.14014959
KY,3/21/20,478,183,9,0.382845188,0.018828452,0.049180328
AK,4/1/20,259,140,11,0.540540541,0.042471042,0.078571429
MI,11/27/20,23144,17186,4098,0.742568268,0.17706533,0.238449901
OR,10/8/21,7114,5486,791,0.771155468,0.111189204,0.144185199
CA,6/18/21,60815,49139,1250,0.808007893,0.02055414,0.025438043
LA,7/17/21,13871,9412,600,0.678537957,0.043255713,0.063748406
NE,8/11/21,4317,3103,235,0.718786194,0.054435951,0.075733161
VT,10/13/21,1222,957,47,0.78314239,0.038461538,0.049111808
LA,3/4/20,58,16,0,0.275862069,0,0
KS,2/20/20,36,,0,0,0,#DIV/0!
OR,10/13/21,7171,5580,728,0.778134151,0.101520011,0.13046595
PA,7/16/21,31620,25367,485,0.802245414,0.015338393,0.019119328
OH,1/6/21,32805,24240,4882,0.738911751,0.148818778,0.20140264
NJ,12/4/20,22984,17928,3421,0.780020884,0.148842673,0.190818831
KY,8/26/21,11772,9101,2220,0.773105674,0.188583078,0.243929239
GA,12/12/20,23079,18061,3348,0.782572902,0.145066944,0.185371796
NM,10/6/21,4344,3306,369,0.761049724,0.084944751,0.111615245
UT,5/24/21,5524,2957,136,0.535300507,0.024619841,0.04599256
IL,12/3/20,31436,22192,5577,0.705942232,0.177408067,0.251306777
ID,3/27/20,1725,483,31,0.28,0.017971014,0.064182195
IA,9/13/21,7730,4950,642,0.640362225,0.08305304,0.12969697
WI,6/14/21,12622,7721,162,0.611709713,0.012834733,0.020981738
CT,7/11/21,8447,6453,70,0.76393986,0.008286966,0.010847668
IL,6/23/21,31696,22515,519,0.710341999,0.016374306,0.023051299
DC,9/20/21,3481,2705,148,0.777075553,0.042516518,0.054713494
VA,8/21/21,18238,13206,1315,0.724092554,0.072102204,0.09957595
IA,9/11/21,7894,5225,609,0.66189511,0.0771472,0.116555024
KS,7/9/21,9025,5498,192,0.609196676,0.021274238,0.03492179
CO,12/6/20,11822,7862,1797,0.665031298,0.152004737,0.228567794
RI,6/14/21,2468,2255,79,0.9136953,0.032009724,0.035033259
SD,7/4/21,2814,1439,20,0.511371713,0.007107321,0.013898541
AZ,6/27/21,17061,11441,505,0.670593752,0.029599672,0.044139498
MN,6/14/21,9499,6987,197,0.735551111,0.020739025,0.02819522
LA,12/25/20,13995,8291,1403,0.592425866,0.100250089,0.169219636
SD,1/29/21,2849,1630,145,0.572130572,0.050895051,0.088957055
